"","hit","speed","hprice","price","time","qualif","title","desc","first","last","max","min","meanspeed","varspeed","group","date","order"
"653","2J2GSCWY2AOOXH1NMLFOKQSKV7L11C",NA,0.1671826625387,0.03,646,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",1,1,49,49,NA,NA,219,"2014-01-10-03-19",115
"654","2J2GSCWY2AOOXH1NMLFOKQTFT9Q11A",NA,0.148965517241379,0.06,1450,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",1,1,49,49,NA,NA,219,"2014-01-01-21-32",45
"655","2J2GSCWY2AOOXJS00FFONQSGN7N11O",10.8541666666667,0.01,0.01,3600,"[ ""Masters has been granted""]","Find The Number Of Members Of These Groups","I will give you a list of links to a bunch of facebook groups please tell me how many members they have.",4,68,6685,433,-10.8541666666667,3363.13888888889,141,"2014-01-31-18-21",2
"656","2J2GSCWY2AOOZRINKDFONQSFT7M11P",3.38271604938272,0.035,0.07,7200,"[ """"]","Extract purchased items from Walmart shopping receipt","Transcribe UPCs and amounts from a grocery receipt",990,1008,1433,885,-3.38271604938272,1410.14379084967,74,"2013-11-20-22-20",1
"657","2J2GSCWY2AOQZH0RTVFOOQSHSDK11M",NA,0.05,0.05,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",1,1,269,269,NA,NA,15,"2013-12-05-21-00",76
"658","2J2GSCWY2AORGJ5XZPFOPQSETAI118",0.12037037037037,0.1,0.05,1800,"[ ""Answer Quality Curator has been granted""]","Assess whether these questions have the same answer.","Look at the questions provided. Do the questions have the same answer?",5,17,233,220,-0.12037037037037,2.99242424242424,10,"2014-02-04-12-05",2
"659","2J2GSCWY2AORNLWA4BFOPQSESBO11K",0.00642880102860816,0.25,0.25,3600,"[ ""Masters has been granted""]","Find an e-mail address on a personal website","Given a person&#39;s name, Twitter handle and biography, locate an e-mail address from a personal website or from WHOIS information",37,692,91,51,-0.00678541136556404,0.277610476924154,82,"2014-01-17-04-25",3
"660","2J2GSCWY2AOSNI9CCFFOQQSENAO117",0.419753086419753,0.1,0.1,3600,"[ ""Total approved HITs is not less than 50"" , ""HIT approval rate (%) is not less than 95""]","Determine the sentiment of tweets about technology","Determine the sentiment of a tweet, and any sub-phrases.",1,10,250,216,-0.419753086419753,29.6944444444444,52,"2014-02-03-18-14",3
"661","2J2GSCWY2AOTUJK969FOQQSENAL112",NA,0.03,0.03,3600,"[ ""Masters has been granted""]","Is Website Active?","Given the company information, determine if the website is active",1,1,529,529,NA,NA,190,"2014-02-03-17-47",3
"662","2J2QO2GMMEGO5TXPVSXILA2SHK388N",0,6,0.1,60,"[ ""Masters has been granted""]","Find nutrition facts for meals","Given a meal, find its nutrition facts (calories, fat, carbs, and protein)",1,13,140,140,0,0,108,"2013-11-27-10-43",1
"663","2J2QO2GMMEGOJH5TKRXIEA21JR0884",NA,0.152974504249292,0.03,706,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",11,11,126,126,NA,NA,219,"2013-12-31-12-13",68
"664","2J2QO2GMMEGOW8VV3GXIEA3WLR288L",0,0.16,0.08,1800,"[ ""HIT approval rate (%) is greater than 96""]","Decide if terms are skills/areas of expertise","&lt;p class=&#39;lead&#39;&gt;The purpose of this task is to identify phrases which correspond to a &lt;strong&gt;skill&lt;/strong&gt; or an &lt;strong&gt;expertise&lt;/strong&gt;.&lt;/p&gt;",184,199,403,403,0,0,48,"2013-12-06-18-00",2
"665","2J2QO2GMMEGSPQWV6HXILA2SHL388B",0.592592592592593,0.000297619047619048,0.05,604800,"[ """"]","Transcribe a page from a novel","Transcribe a page from a 19th century novel. Pages are typically short (font size is large).",1,4,149,133,-0.592592592592593,12.3333333333333,259,"2013-12-02-04-37",1
"666","2J2QO2GMMEGTS782F9XILA2SIQV880",0.13215859030837,0.1,0.2,7200,"[ ""EcommerceNames has been granted""]","Find the name of the CEO or Marketing Person for this company","Given the URL for this company, find information on who works at the company.",9,135,3679,3529,-0.132275132275132,6.25142857142857,139,"2014-01-28-01-31",3
"667","2J2QO2GMMEGTU1YLCXXIKA2UEP388W",NA,0.3,0.05,600,"[ """"]","Imagination Test","Find up to 10 words that could fit in a sentence",1,1,80,80,NA,NA,186,"2014-01-27-19-40",2
"668","2KC6F0OHOVR17273KBC9DHECZJ734J",0.205128205128205,0.02125,0.17,28800,"[ ""Masters has been granted""]","Find email addresses for etsy shop owners","Given the etsy shop url, find the show owners email address",1,14,178,154,-0.205128205128205,2.64102564102564,98,"2013-12-16-22-09",2
"669","2KC6F0OHOVR19CNHOPC9AHEH3B8436",0.459138187221397,0.02,0.02,3600,"[ ""HIT approval rate (%) is greater than 80""]","Find the email address for an iOS application developer.","Given the editor information (name, store URL and store ID), the emails avoid, find the email to contact them.",1219,1518,2763,1527,-0.459308807134894,185.747143722924,124,"2013-12-30-22-07",2
"670","2KC6F0OHOVR1BKGYAIC9BHEE1H643Q",0.777777777777778,1,0.05,180,"[ ""Lexalytics Sentiment Qualifications is 50""]","Tweet Sentiment Analysis","Sentiment analysis of tweets",1,2,978,971,-0.777777777777778,NA,277,"2013-12-09-21-11",4
"671","2KC6F0OHOVR1CNZABZC9AHEH2H834A",3.55151515151515,0.9,0.15,600,"[ ""Qualified to work on Transcription Tasks is not less than 90"" , ""HIT approval rate (%) is not less than 95""]","Transcribe up to 25 Seconds of Media to Text - Urgent Priority","Transcribe up to 25 seconds of audio into text",12,67,2029,271,-3.55151515151515,470.591245791246,274,"2013-12-19-11-49",2
"672","2KC6F0OHOVR1D9Y7VLC98HEJ1C634T",0,0.000416666666666667,0.01,86400,"[ ""Masters has been granted""]","Find a beautiful photo of a common food crop","Find a beautiful photo of a common food crop on google images",5,88,154,154,0,0,79,"2014-01-28-19-14",1
"673","2KC6F0OHOVR1JQL4YAC9BHEE1E834U",0.0187919463087248,0.6,0.04,240,"[ ""Masters has been granted""]","Find emails from web addresses and blogs","Given the URL of a blog or a webaddress find the email address of the blogger",437,1099,3153,3041,-0.0187982544478013,2.44637119442756,101,"2013-11-29-10-26",9
"674","2KC6F0OHOVR1NCS76WC9AHEH3DA346",0.128205128205128,0.02,0.02,3600,"[ ""Masters has been granted""]","Identify Real Estate terms that are roughly the same","You are looking at pairs of words that have appeared on a real estate website in the United States. Indicate whether they refer to roughly the same (e.g. synonym, plural, abbreviation, misspelling) thing or different things.",1,14,113,98,-0.128205128205128,0.807692307692308,182,"2014-01-16-01-43",1
"675","2KC6F0OHOVR1NN88Z8C9AHEH3H743X",0.555555555555556,0.12,0.02,600,"[ ""Total approved HITs is not less than 5000"" , ""HIT approval rate (%) is not less than 95"" , ""Location is US""]","Choose a description for an image","image description",1,3,250,240,-0.555555555555556,50,26,"2014-01-26-17-06",9
"676","2KC6F0OHOVR1NOQ592C9BHEE2EE434",0.444444444444444,0.3,0.15,1800,"[ ""Total approved HITs is not less than 500"" , ""HIT approval rate (%) is not less than 95"" , ""Location is US""]","Compare Two Facial Expressions","Given two facial expressions from the same person, your task is to determine which facial expression is more attractive/serious.",3,4,89,85,-0.444444444444444,NA,40,"2014-01-14-08-45",2
"677","2KC6F0OHOVR1WAREXDC97HGCWFC341",0.157081236520489,0.346666666666667,0.26,2700,"[ ""Shares Outstanding is not less than 80""]","Determine Number of Shares Outstanding","Retrieve the number of outstanding shares for each company; this includes Class A, Class B, or other multiple classes and all Series, as well as Preferred Stocks and Restricted Shares. Note the number of shares for each type of stock separately. Note the type of document, filing date and the “as of date” for each report. You will only be searching documents under 8-K, 8-K/A, 6-K and 6-K/A filings.",18,327,638,201,-0.157137720244516,6.80187450090363,50,"2013-12-07-14-34",1
"678","2KC6F0OHOVR1X522QAC96HFH0HB34H",NA,1.2,0.08,240,"[ ""Total approved HITs is not less than 100"" , ""HIT approval rate (%) is not less than 95""]","Find Citations of a Scientist&#39;s Papers","Search a scientist on Google to find how many citations their papers have.",1,1,67,67,NA,NA,85,"2014-02-08-19-28",1
"679","2KC6F0OHOVR1ZJCLW7C96HEK2E634J",NA,0.0493150684931507,0.01,730,"[ ""HIT approval rate (%) is greater than 95""]","Please select the correct choice for each question.","Please select the correct choice for each question [1]",4,4,65,65,NA,NA,217,"2013-10-05-11-48",4
"680","2KC6F0OHOVR1ZJCLW7C96HEK2JC430",NA,0.124137931034483,0.05,1450,"[ ""HIT approval rate (%) is greater than 95""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",3,3,74,74,NA,NA,219,"2014-01-14-12-30",48
"681","2KC6F0OHOVR1ZJCLW7C96HEK4FB43T",NA,0.169411764705882,0.04,850,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",1,1,22,22,NA,NA,219,"2014-01-01-15-41",106
"682","2KC6F0OHOVR1ZJCLW7C96HFCYA943W",NA,0.18,0.03,600,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",3,3,82,82,NA,NA,219,"2014-01-10-02-43",73
"683","2KC6F0OHOVR1ZJCLW7C96HFG2A6344",NA,0.144772117962467,0.03,746,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",3,3,64,64,NA,NA,219,"2014-01-01-23-11",128
"684","2KC6F0OHOVR1ZJCLW7C96HFHWH634E",0.111111111111111,0.138817480719794,0.03,778,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",2,3,42,41,-0.111111111111111,NA,219,"2014-01-02-23-11",53
"685","2KC6F0OHOVR1ZVAACAC9DHECZD843U",NA,0.62,0.62,3600,"[ ""Masters has been granted""]","Student Research Project— Short Image ID, Audio Transcription, Data Collection, Haiku Writing, and a Survey","Help a group of students conduct mTurk research using mTurk!",1,1,91,91,NA,NA,255,"2013-11-25-09-56",2
"686","2KC6F0OHOVR33WAJ97C9CHED4EA34M",NA,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",1,1,105,105,NA,NA,15,"2014-01-24-16-38",96
"687","2KC6F0OHOVR43U3RXFC9CHED5HC346",0.00489795918367347,0.8,0.04,180,"[ ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 90""]","Choose the valid RELATION(s) between the TERMS in the SENTENCE","Read a medical SENTENCE and select all the RELATION TYPE(s) that you think are expressed between the TWO HIGHLIGHTED WORDS in the text.",1065,1191,54,48,-0.00529100529100529,0.125714285714286,31,"2013-12-30-19-43",5
"688","2KC6F0OHOVR5UDLUA5C9DHEC1J643C",0,0.25,0.5,7200,"[ ""Action Annotation is greater than 50"" , ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 97""]","Segment and label actions in videos","Denote UNAMBIGUOUS motions in the video provided.",1,6,47,47,0,0,242,"2014-02-10-17-41",2
"689","2KC6F0OHOVR7K5L1GNC9BHEE0EF43A",138.376068376068,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",54,80,34898,2518,-138.376068376068,77732.4061538462,15,"2013-11-25-20-17",23
"690","2KGJ1XERSQV61S0QPNK3LVWI2KL08O",NA,0.140992167101828,0.03,766,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",3,3,69,69,NA,NA,219,"2013-12-29-20-27",95
"691","2KGJ1XERSQV61S0QPNK3LVWI2KM08P",NA,0.133995037220844,0.03,806,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",1,1,23,23,NA,NA,219,"2014-01-01-15-41",127
"692","2KGJ1XERSQV61S0QPNK3LVWI3NQ080",NA,0.15041782729805,0.03,718,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",2,2,26,26,NA,NA,219,"2014-01-01-15-32",94
"693","2KGJ1XERSQV61S0QPNK3LVXC0RK80W",0,0.158092848180678,0.07,1594,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",19,22,237,237,0,93,219,"2013-12-22-00-44",121
"694","2KGJ1XERSQV61S0QPNK3LVXC3PL80W",NA,0.06,0.01,600,"[ ""HIT approval rate (%) is greater than 90""]","Please select or transcribe the data from the images for each question.","Please select or transcribe the data from the images for each question.",6,6,81,81,NA,NA,216,"2014-02-04-05-11",3
"695","2KGJ1XERSQV61S0QPNK3LVXC3QQ08V",NA,0.12,0.02,600,"[ ""HIT approval rate (%) is greater than 90""]","Please select or transcribe the data from the images for each question.","Please select or transcribe the data from the images for each question.",2,2,33,33,NA,NA,216,"2014-02-04-07-53",4
"696","2KGJ1XERSQV61S0QPNK3LVXFVPQ80Z",NA,0.144578313253012,0.06,1494,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",3,3,80,80,NA,NA,219,"2014-01-01-18-23",87
"697","2KGJ1XERSQV66THWDTK3LVXB4TN805",0.736888888888889,0.08,0.04,1800,"[ ""Data Entry for Postcards is 1"" , ""HIT approval rate (%) is not less than 96"" , ""Location is US""]","Enter Detailed Information for a Postcard","Please view the image contained in this HIT and enter appropriate data",7,132,930,101,-0.736888888888889,96.6538064516129,62,"2013-10-05-19-36",4
"698","2KGJ1XERSQV673RB4VK3OVWD3QJ08C",7.98765432098765,0.0166666666666667,0.1,21600,"[ """"]","Classify degraded images: car","Look at degraded images and classify them as being a car or not",8,17,1497,850,-7.98765432098765,404.861111111111,32,"2014-02-05-23-21",3
"699","2KGJ1XERSQV673RB4VK3OVWEWLN081",NA,0.0166666666666667,0.1,21600,"[ ""Total approved HITs is not less than 100"" , ""HIT approval rate (%) is not less than 95""]","Classify degraded images: car","Look at degraded images and classify them as being a car or not",9,9,949,949,NA,NA,32,"2014-01-30-19-51",2
"700","2KGJ1XERSQV682CTRUK3MVYAZPK80E",NA,0.07,0.07,3600,"[ ""HIT approval rate (%) is not less than 95""]","Verify if this location is a venue, if so find it&#39;s Twitter handle and website (Client BMKMMQH)","Use the information below to determine whether the location is a specific venue. An example of a venue would be a specific nightclub (e.g. &quot;House of Blues&quot; in Dallas Texas), an example of something that is not a venue would be a location that just gives a city (e.g. &quot;Dallas&quot;). If the location IS NOT a venue then select &quot;False&quot; and enter &quot;NONE&quot; (all caps) for &quot;Venue Twitter Handle&quot;, &quot;Venue Website&quot; and &quot;Verified Name&quot;. If the location IS a venue then select &quot;True&quot; and do the following: • Fill in the Twitter Handle, where applicable. Twitter handles should be just the handle, without a leading &quot;@&quot; symbol or URL; so the handle you would enter for the profile https://twitter.com/rubyskyesf is &quot;RubySkyeSF&quot;. If you cannot find the handle then enter &quot;NONE&quot; (all caps) • Fill in the official Venue website, where applicable. If you cannot find the handle then enter &quot;NONE&quot; (all caps) • Verify that the name of the venue under &quot;Name&quot; is correct. If so, copy paste the name into the &quot;Verified Name&quot; field, otherwise change the name as needed (e.g. if name was &quot;Ruby Sky&quot; but the real name is &quot;Ruby Skye&quot; then update it) Google tends to work well for finding the website and Twitter handle, but feel free to use a search engine of your choosing.",1,1,235,235,NA,NA,283,"2014-02-04-00-32",1
"701","2KGJ1XERSQV6AOSNQ0K3SVWAZSO089",1.32222222222222,0.6,0.1,600,"[ ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 95""]","Find Contact Information for this Article&#39;s Author","Go to the URL provided, find the author of the article, and return his/her contact information",1,11,572,453,-1.32222222222222,97.6555555555556,92,"2014-01-18-06-05",5
"702","2KGJ1XERSQV6DFF8NMK3NVWH0LO08O",0,0.08,0.08,3600,"[ ""Masters has been granted""]","Find the Key Topics Written About","Given the blog address, choose the key topics that the website discusses",7,131,278,278,0,0.032520325203252,134,"2014-01-20-11-03",4
"703","2KGJ1XERSQV6GTIHGKK3SVWA0QJ08P",NA,0.05,0.05,3600,"[ ""Masters has been granted""]","Find the name and email on a website","Given the dealer information, find the name and email of the general manager or sales manager on the website",1,1,99,99,NA,NA,137,"2014-02-05-06-33",1
"704","2KGJ1XERSQV6HUNFMWK3NVWH0QI08V",0.357854769814903,0.1,0.1,3600,"[ ""HIT approval rate (%) is not less than 95"" , ""Location is US""]","Transcribe Caption Information in 5 Images","Accurately Transcribe Caption Information in 5 Images. PLEASE READ INSTRUCTIONS. DO NOT TRANSCRIBE PHOTOGRAPHER NAMES OR DATES",30,498,1761,253,-0.358024691358025,29.1796335950512,263,"2014-02-04-11-38",2
"705","2KGJ1XERSQV6O46SJTK3SVWAZMR80L",0.000330560299708005,0.05,0.05,3600,"[ ""Masters has been granted""]","Find Contact Information for article author","Given articles, author contact details required",112,2128,242,236,-0.000330687830687831,0.00594647288195675,88,"2014-01-06-12-52",2
"706","2KGJ1XERSQV6PRRIMBK3PVWF2NN080",0.412698412698413,0.06,0.06,3600,"[ ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 97""]","Compare colors in an image","Given pairs of points in images, your job is to decide which of two points is darker. (updated 2014-01-10 05:09:38.415496+00:00)",2,9,408,382,-0.412698412698413,28.9047619047619,37,"2014-01-10-06-19",40
"707","2KGJ1XERSQV6VZ1T2OK3SVWAZMQ80N",3.33333333333333,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",48,49,539,509,-3.33333333333333,NA,15,"2014-01-04-17-12",30
"708","2KGJ1XERSQV6X182SPK3PVWF2RK08G",0.238095238095238,0.533333333333333,0.16,1080,"[ ""HIT approval rate (%) is not less than 95""]","Search through Satellite Imagery to find various items","Search through Satellite Imagery and tag various items",3,24,390,345,-0.238095238095238,9.42857142857143,241,"2014-01-20-15-42",2
"709","2KGJ1XERSQV6XB7B03K3MVYAXKO80Z",0.0150788211103496,0.03,0.03,3600,"[ ""Masters has been granted""]","Look at Pictures and answer a simple question","Help us better understand human cognition! You will view simple images and answer a question about them. In order to participate, you must have normal or corrected-to-normal vision(glasses if applicable) and be at least 18 years old.",12,174,198,176,-0.0150891632373114,0.540449352043555,203,"2014-01-05-21-34",2
"710","2KGJ1XERSQV82XEGEJK3PVWF1OQ80W",0.844339622641509,0.4,0.1,900,"[ ""HIT approval rate (%) is greater than 90"" , ""Total approved HITs is greater than 5000"" , ""Image Annotatition is greater than 90""]","Object annotation","Annotate target object in the given image.",20,67,644,286,-0.846335697399527,56.8066604995375,211,"2013-12-03-15-43",1
"711","2KGJ1XERSQVART8FFHK3RVWCVNK08G",0,0.03,0.03,3600,"[ ""Total approved HITs is not less than 50"" , ""HIT approval rate (%) is not less than 95""]","Determine the sentiment of tweets about technology","Determine the sentiment of a tweet, and any sub-phrases.",2,30,50,50,0,0,52,"2014-01-10-16-04",4
"712","2KGJ1XERSQVB8EA5JPK3SVWAZSP08N",18.3699494949495,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",1141,1229,17266,2717,-18.3699494949495,8673.67176071055,15,"2014-01-28-17-16",20
"713","2KGJ1XERSQVBA40WXHK3RVWCWSN089",0,0.36,0.03,300,"[ ""HIT approval rate (%) is not less than 95"" , ""Location is US""]","Comment on a movie, actor, musician, etc.","Write a short comment on a given subject. Most are pop culture references.",1,3,74,74,0,0,36,"2014-02-07-15-34",1
"714","2KGJ1XERSQVBYUJC9BK3RVWBYSN800",10.6398601398601,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",9,136,14153,1981,-10.6491688538933,3227.57817772778,15,"2013-12-04-22-47",114
"715","2KGJ1XERSQVC75W3CVK3QVWC1RO08U",0,2.4,0.2,300,"[ ""Masters has been granted""]","Dog Classification","Binary dog image classification",12,221,65,65,0,0,56,"2014-01-19-16-54",2
"716","2KGW3K4F0OHO0M5Y7EBODL92MKE10J",0.135933806146572,0.03,0.03,3600,"[ ""Total approved HITs is not less than 50"" , ""HIT approval rate (%) is not less than 90""]","Find the best contact information for small companies","Given the company&#39;s profile information, find the proper name and email address of their CEO",6,97,200,85,-0.14041514041514,3.796336996337,116,"2014-02-05-05-48",1
"717","2KGW3K4F0OHO3756JWBODL92MIF10H",2.53703703703704,0.05,0.05,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",1,7,782,645,-2.53703703703704,446.566666666667,15,"2014-02-04-00-05",67
"718","2KGW3K4F0OHO3CQJUIBODL92LMH01T",NA,0,0,600,"[ """"]","Imagination Test","Find which word could be hidden in a sentence",1,1,99,99,NA,NA,186,"2014-01-17-20-02",1
"719","2KGW3K4F0OHO3T9ODABOCL92JLC10E",3.55555555555556,0.02,0.02,3600,"[ ""Photo Moderation Masters has been granted"" , ""Adult Content Qualification is 1""]","Flag images - (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Select inappropriate images (may contain adult content)",17,18,600,568,-3.55555555555556,NA,167,"2013-09-30-15-22",3
"720","2KGW3K4F0OHO3W3U5UBOAL97NNJ018",0.673400673400673,1.2,0.2,600,"[ ""Qualified to work on Transcription Tasks is not less than 90"" , ""HIT approval rate (%) is not less than 95""]","Transcribe up to 15 Seconds of Media to Text - General Content, Urgent Priority","Transcribe up to 15 seconds of audio into text - General Content",63,128,536,136,-0.683760683760684,125.850961538462,267,"2013-12-21-01-47",1
"721","2KGW3K4F0OHO3W3U5UBOAL97NNL01A",9.76570048309179,1.8,0.3,600,"[ ""Qualified to work on Transcription Tasks is not less than 90"" , ""HIT approval rate (%) is not less than 95""]","Transcribe up to 25 Seconds of Media to Text - General Content, Urgent Priority","Transcribe up to 25 seconds of audio into text - General Content",510,556,9600,5557,-9.76570048309179,2281.34347826087,273,"2013-12-19-18-25",1
"722","2KGW3K4F0OHO4I2RPGBO8L99MIH01R",0,0.03,0.03,3600,"[ ""Masters has been granted""]","Find a beautiful photo of a common food crop","Find a beautiful photo of a common food crop on google images",8,153,154,154,0,0,79,"2014-01-29-09-02",2
"723","2KGW3K4F0OHO6U3UNBBO8L99MFL01A",-0.000767656090071648,0.05,0.05,3600,"[ ""HIT approval rate (%) is not less than 95"" , ""Location is US""]","Transcribe Caption Information","Accurately Transcribe Caption Information. PLEASE READ INSTRUCTIONS. DO NOT TRANSCRIBE PHOTOGRAPHER NAMES OR DATES",905,1339,11990,11993,0.000768049155145929,60.7320537244176,262,"2014-01-17-22-08",1
"724","2KGW3K4F0OHO6U3UNBBO8L99MLC10E",0.111111111111111,0.1,0.1,3600,"[ ""HIT approval rate (%) is not less than 95"" , ""Location is US""]","Transcribe Caption Information","Accurately Transcribe Caption Information. PLEASE READ INSTRUCTIONS. DO NOT TRANSCRIBE PHOTOGRAPHER NAMES OR DATES",12,13,16987,16986,-0.111111111111111,NA,262,"2014-02-04-11-38",3
"725","2KGW3K4F0OHO6U3UNBBO8L99MLG10I",0.00320769847634322,0.07,0.07,3600,"[ ""HIT approval rate (%) is not less than 95"" , ""Location is US""]","Select Photographer and Credit in 5 Images","Select Photographer and Credit in 5 Images",67,344,11988,11980,-0.00320898515844364,125.448438235756,245,"2014-02-04-11-56",2
"726","2KGW3K4F0OHO7TZ5Q6BO6LA7IHK10F",0,0.4,0.2,1800,"[ ""MatchingMath is 1"" , ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Matching Math Problems (experiment)","Match up things in different math problems - don&#39;t need to solve!",115,2167,100,100,0,0,207,"2014-01-09-15-36",2
"727","2KGW3K4F0OHO99RHILBO9L96HMJ01M",NA,0.2,0.1,1800,"[ ""Total approved HITs is not less than 100"" , ""HIT approval rate (%) is not less than 95""]","Help us improve and rewrite some English sentences!","Help us improve and rewrite some English sentences!",1,1,20,20,NA,NA,175,"2014-01-16-20-37",2
"728","2KGW3K4F0OHOAN9MZDBOAL97LNK01I",0.820101681658193,0.2,0.1,1800,"[ ""Masters has been granted""]","Find email addresses for bloggers","Find blogger email addresses",17,301,2602,505,-0.820422535211268,103.869842731299,97,"2013-12-05-04-47",2
"729","2KGW3K4F0OHOAZPOS5BOBL94MMJ10X",0.0893220832121036,0.36,0.06,600,"[ ""HIT approval rate (%) is greater than 95"" , ""Total approved HITs is greater than 5000""]","Find emails from web addresses and blogs","Given the URL of a blog or a webaddress find the email address of the blogger",86,1613,3062,1834,-0.0893545805137161,18.5953166292021,101,"2013-12-13-15-49",10
"730","2KGW3K4F0OHOBEUJQ7BODL92MHE017",NA,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",1,1,1572,1572,NA,NA,15,"2014-02-02-05-19",46
"731","2KGW3K4F0OHOD7HWM1BOAL97NLD017",0.257486832204665,0.3,0.1,1200,"[ ""HIT approval rate (%) is not less than 90"" , ""Location is US""]","Fill in the boxes how you would speak to a virtual calendar assistant. If BLANK, allow mixed content for your browser.","Imagine you have your own virtual calendar assistant to remind you of things to do over the phone. How would you speak to it? As part of a study to understand how people interact with computers naturally, we&#39;re asking you to complete 5 existing sentences with realistic phrases. Native speakers of US English only. Note: if all you see is a BLANK screen when previewing this HIT, make sure to allow mixed content in your browser (see http://mturkresolve.blogspot.com).",43,782,1905,194,-0.257254548188242,17.3543864667334,77,"2013-12-04-17-23",2
"732","2KGW3K4F0OHOD7HWM1BOAL97NLF019",0.285176824680211,0.3,0.1,1200,"[ ""HIT approval rate (%) is not less than 90"" , ""Location is US""]","How would you speak to a virtual calendar assistant? If BLANK, allow mixed content for your browser.","Imagine you have your own virtual calendar assistant to remind you of events and things to do over the phone. How would you speak to it? As part of a study to understand how people interact with computers naturally, we&#39;re asking you to come up with 5 realistic phrases and type them in. Native speakers of US English only. Note: if all you see is a BLANK screen when previewing this HIT, make sure to allow mixed content in your browser (see http://mturkresolve.blogspot.com).",42,780,2086,191,-0.285305630834086,15.3420793298842,179,"2013-12-04-17-59",2
"733","2KGW3K4F0OHODJ38V7BO8L99LLL01Y",NA,0.04,0.02,1800,"[ ""HIT approval rate (%) is not less than 90""]","Search LinkedIn to find Person&#39;s Public Profile (task level: simple/fast)","You will search LinkedIn website (search page) using person&#39;s name, company and some additional info. Job is simple and fast (once you understand it). We are planning to assign our classifications to the best workers for a future projects.",1,1,107,107,NA,NA,240,"2014-01-09-02-24",1
"734","2KGW3K4F0OHODJ38V7BO8L99LMF01U",0.00236406619385343,0.1,0.05,1800,"[ ""HIT approval rate (%) is not less than 90""]","Search LinkedIn to find Person&#39;s Public Profile (task level: simple/fast)","You will search LinkedIn website (search page) using person&#39;s name, company and some additional info. Job is simple and fast (once you understand it). We are planning to assign our classifications to the best workers for a future projects.",3,50,107,106,-0.00236406619385343,0.108233117483811,240,"2014-01-09-02-33",2
"735","2KGW3K4F0OHOER7XNQBOAL97OGJ01G",2.96296296296296,0.06,0.06,3600,"[ ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 97""]","Compare colors in an image","Given pairs of points in images, your job is to decide which of two points is darker. (updated 2014-01-09 01:45:17.624072+00:00)",2,8,667,507,-2.96296296296296,125.866666666667,37,"2014-01-09-02-51",1
"736","2KGW3K4F0OHOER7XNQBOAL97OHE01D",1.94907407407407,0.06,0.06,3600,"[ ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 97""]","Compare colors in an image","Given pairs of points in images, your job is to decide which of two points is darker. (updated 2014-01-09 02:45:45.257080+00:00)",23,47,999,578,-1.94907407407407,382.606884057971,37,"2014-01-09-06-54",29
